stop_id,stop_name,stop_lat,stop_lon
53,"Phibsborough, North Circular Road (Lower Dorset Street)",53.3600144884223,-6.26279128910753
54,"Phibsborough, North Circular Road (Mater Hospital)",53.360153709098505,-6.265565220090599
55,"Phibsborough, Mater Hospital Mortuary",53.3604116029234,-6.26846957982236
56,"Phibsborough, Cabra Road (North Circular Road)",53.3607597246041,-6.2763736549141
57,"Phibsborough, Cabra Road (North Circular Road)",53.360816224291895,-6.276551674843311
58,"Cabra East, Cabra Road (Charleville Road)",53.36094624589129,-6.28120420246723
59,"Cabra East, Cabra Road (near Annamoe Terrace)",53.361018010196396,-6.28494256312827
60,"Cabra East, Cabra Road (Quarry Road)",53.361279219648196,-6.28936450005445
63,"Cabra East, Faussagh Avenue",53.36679243729299,-6.29275010805854
64,"Cabra, Faussagh Avenue (Church)",53.36708858206671,-6.295232782203361
65,"Cabra, Faussagh Avenue (Dingle Road)",53.3672546442387,-6.29805127641299
66,"Cabra, Faussagh Avenue (Dingle Road)",53.3672749883703,-6.30074034554992
68,"Cabra, Ventry Drive",53.369077508046,-6.304245234666411
69,"Cabra, Ventry Park Estate",53.371392564093505,-6.30334171689525
71,"Cabra, Pope John Paul II Park",53.3702576893289,-6.304438805303509
72,"Cabra, Ventry Drive",53.368969926025,-6.30426453600163
73,"Cabra, Faussagh Avenue (Dingle Road)",53.3673915527258,-6.300720678655701
74,"Cabra, Faussagh Avenue (Church)",53.36720023856339,-6.2954988140077806
75,"Cabra East, Faussagh Avenue",53.3665472298946,-6.29131731936794
77,"Cabra East, Cabra Road (Quarry Road)",53.361309181902506,-6.28957365234688
78,"Cabra East, Cabra Road (near Annamoe Terrace)",53.3611492151906,-6.28406583527474
79,"Cabra East, Cabra Road (Charleville Road)",53.3610212509762,-6.28079550562153
80,"Phibsborough, Cabra Road (North Circular Road)",53.360862963273,-6.27605396152962
81,"Phibsborough, North Circular Road (Phibsborough Road)",53.3608757479059,-6.27196662691607
82,"Phibsborough, Royal Canal Bank",53.3607977959156,-6.27154908016382
83,"Phibsborough, North Circular Road (Mater Hospital)",53.36027924982229,-6.265545096162749
84,"Phibsborough, North Circular Road (Leo Street)",53.360162561596205,-6.26370178059102
85,"Drumcondra (Dublin), Homefarm Road",53.3736615235483,-6.25192557043456
86,"Whitehall (Dublin City), Garda Station",53.3760502204589,-6.25116639066169
87,"Whitehall (Dublin City), Sherkin Gardens",53.3767517255719,-6.2548802899246
88,"Whitehall (Dublin City), Walnut Rise",53.3772872552991,-6.257699228645611
90,Ballymun Road (St.Pappin's Road),53.386385531673795,-6.26526567275522
91,Ballymun Road (Glasnevin Avenue),53.38842788964829,-6.265408142076829
92,"Wadelai, Ballymun Library",53.3898373340512,-6.2646742403610505
93,"Wadelai, Ballymun Road (Opp Shanlis Road)",53.392301467749704,-6.26415297561013
94,"Ballymun, Civic Centre",53.396034762411496,-6.26437695995448
102,"Ballymun, Balbutcher Lane (Árd Na Meala)",53.3977730701661,-6.26771985697013
104,"Poppintree, Balbutcher Lane (Carrig Road)",53.3996843452926,-6.2768158490776305
105,"Ballymun, Balbutcher Lane (Cranogue Road)",53.4029374784001,-6.28176785224465
107,"Ballymun, Balbutcher Lane (Cranogue Road)",53.4020356254331,-6.27968361815462
110,"Ballymun, Balbutcher Lane (Árd Na Meala)",53.3979399488216,-6.268690557216241
112,"Ballymun, Civic Centre",53.3961544015462,-6.2639510403018
113,"Ballymun, Comprehensive School",53.392267962926205,-6.26370325464247
114,"Wadelai, Ballymun Road (Shanliss Road)",53.39133332205439,-6.263711229252371
115,"Whitehall (Dublin City), Ballymun Road (Albert College Drive)",53.3878836841267,-6.26506943988923
116,"Whitehall (Dublin City), Griffith Lawns",53.3776934606437,-6.25966673989336
117,"Whitehall (Dublin City), Walnut Rise",53.3773659067251,-6.25754570845526
118,"Whitehall (Dublin City), Sherkin Gardens",53.376643001690795,-6.253592098576809
119,"Drumcondra, Upper Drumcondra Road (Griffith Avenue)",53.3751904807235,-6.25076574528234
126,"Ballymun, Nursing Home",53.3990954666854,-6.264086960560451
127,"Ballymun, Silver Swan Nursing Home",53.3991075304805,-6.26368042823971
128,"Wadelai, Glasnevin Avenue (Ballymun Road)",53.389314748294794,-6.26582313262043
129,"Wadelai, Glasnevin Ave (Glasnevin Dr)",53.389890315447396,-6.27142293606878
130,"Glasnevin North, Glasnevin Park",53.3900920127596,-6.27418126942506
131,"Glasnevin North, Glasnevin Avenue (Beneavin Drive)",53.3903858902625,-6.27834923697209
132,"Glasnevin North, Beneavin Park",53.39048394646029,-6.28266046316236
133,"Glasnevin North, Grove Park Road",53.3907969275881,-6.28630150947292
134,"Glasnevin North, Sycamore Road (Willow Park Crescent)",53.39309459132029,-6.286073865435609
136,"Finglas, McKee Road",53.3943802013895,-6.2898565965000905
137,"Finglas, Clancy Avenue",53.392316719630394,-6.292630794814321
138,"Finglas, Saint Canice's School",53.3899219036799,-6.292350769525489
139,"Glasnevin North, Glasnevin Avenue",53.390601462424094,-6.286459717488719
140,"Glasnevin North, Beneavin Park",53.390659494831496,-6.2823677201561
141,"Glasnevin North, Glasnevin Avenue (Beneavin Drive)",53.3904450850916,-6.27809124468715
142,"Glasnevin North, Glasnevin Park",53.39019082334129,-6.27417727164297
143,"Wadelai, Glasnevin Ave (Glasnevin Dr)",53.389876708405,-6.269243369980201
146,"Glasnevin, Na Fianna Football Ground",53.37537139790529,-6.265006968547361
147,"Glasnevin, Dean Swift Bridge",53.3724802262386,-6.26583086212365
148,"Glasnevin, Mobhi Road (Botanic Road)",53.3706701663468,-6.26806850705825
149,"Glasnevin, Mobhi Road (Mobhí Drive)",53.37313858725571,-6.26598446613778
150,"Glasnevin, Na Fianna Football Ground",53.3756588461862,-6.264995283028231
151,"Glasnevin, Botanic Gardens",53.371955260019206,-6.26929382771155
153,"Glasnevin, Meteorological Office",53.375732766346395,-6.270087554537059
154,"Glasnevin, Saint Brigid's School",53.3772589962512,-6.275557037186509
155,"Glasnevin, Old Finglas Road",53.3778742492869,-6.279575527175719
156,"Glasnevin, Tolka Road Estate #1",53.378623390086005,-6.2816647390949205
157,"Glasnevin, Griffith Road",53.3804116224166,-6.281637825177651
158,"Glasnevin, Griffith Road",53.381348935624,-6.28368956273439
159,"Glasnevin, Griffith Parade",53.382783719157295,-6.282835112461081
164,"Glasnevin North, Beneavin Road",53.3884303639456,-6.28048792293046
165,"Beneavin Road, Junction Beneavin Park",53.3890348746719,-6.28377124881097
166,"Glasnevin North, Beneavin School",53.3895835973683,-6.28630514857365
167,"Glasnevin North, Beneavin Road (Ballygall Road East)",53.3901866021356,-6.28698758531706
168,"Beneavin Road, Junction Beneavin Park",53.38925996688721,-6.28442373469443
169,"Glasnevin North, Beneavin Road",53.3884339346694,-6.2801119099585305
173,"Glasnevin, Glasnamana Place",53.3821216122982,-6.28054674839469
174,"Glasnevin, Tolka Road Estate",53.380680354947394,-6.2809505621077095
175,"Glasnevin, Tolka Road Estate #1",53.378424253731005,-6.28156753895514
176,"Glasnevin, Old Finglas Road",53.3780320419735,-6.27929860607809
177,"Glasnevin, Ballygall Road East",53.3804683765673,-6.27622403515383
178,"Glasnevin, West Park Drive",53.381890263169296,-6.27634698261825
179,"Glasnevin, Ballygall Road East",53.380303431276204,-6.2760052198013305
181,"Glasnevin, Old Finglas Road (Cremore Ave)",53.3771498433764,-6.27422370686192
182,"Glasnevin, Meteorological Office",53.3756401078363,-6.2698959167255595
183,"Glasnevin, Botanic Gardens",53.372315929121505,-6.26875318486038
184,"Glasnevin, Botanic Road,Cliftonville",53.3697036819826,-6.26897935449929
185,"Glasnevin, Botanic Road",53.3681009359861,-6.27002113927784
186,"Glasnevin, Prospect Road",53.365355342635,-6.27158997755118
187,"Phibsborough, Phibsboro Road",53.362734252360404,-6.272447365338321
188,"Phibsborough, Phibsboro Road (NCR)",53.3601206877553,-6.27258314915011
189,"Phibsborough, Broadstone",53.35716743948829,-6.2734688155533895
190,"Phibsborough, Broadstone Depot",53.35512573041449,-6.273371074005739
191,"Phibsborough, Youth Club",53.35507685452539,-6.26937692305375
192,"Phibsborough, Mountjoy Street",53.356397211235894,-6.2680764696391496
193,"Finglas, McKee Road",53.391196305978795,-6.294104034873941
194,"Phibsborough, Saint Dominic's Youth Club",53.35504064955179,-6.26997931103775
195,"Phibsborough, Constitution Hill",53.355011777876705,-6.27357097973096
196,"Phibsborough, Broadstone Depot",53.35688389929071,-6.27375070406954
197,Phibsboro Road (Monck Place),53.358952631612,-6.27323137351173
198,"Phibsborough, Phibsboro Shopping Centre",53.3616253828786,-6.27283781041661
199,"Phibsborough, Phibsboro Road",53.363621811498206,-6.2722912462251905
200,"Glasnevin, Prospect Way",53.36742269263121,-6.271596443938019
201,"Glasnevin, Botanic Road",53.36829109866,-6.27011862691081
202,"Glasnevin, Fairfield Road",53.3700800875498,-6.2689039775337605
203,"Drumcondra, Whitehall Garda Station",53.3763927937136,-6.25001002810673
204,"Whitehall, Highfield Hospital",53.379588357566995,-6.2466621927376105
205,"Whitehall, Swords Road",53.3814128035703,-6.24542973242025
206,"Whitehall, Collins Avenue West ( Larkhill Road)",53.3835460890329,-6.24747670792428
207,"Whitehall, Larkhill Road",53.38482163073629,-6.249874782768019
208,"Whitehall, Glendun Road",53.3866539303158,-6.24795040815756
209,"Whitehall, Glentow Estate",53.38727111052901,-6.24591044728043
210,"Whitehall, Crestfield Road",53.387594081272795,-6.24831772849056
211,"Whitehall (Dublin City), Saint Aidan's School",53.3842808561631,-6.249160330594179
212,"Whitehall, Collins Avenue West ( Larkhill Road)",53.383195635127706,-6.24625839753322
213,"Whitehall, Iveragh Road",53.381531050665,-6.244913768139419
214,"Whitehall, Highfield Hospital",53.379408483572995,-6.246654551825559
215,"Whitehall, Collins Avenue West",53.381872287004796,-6.2424494292295005
216,"Beaumont (Dublin City), Yellow Road",53.3823308174836,-6.23819131969338
217,"Whitehall, Beaumont Road",53.384323621843,-6.2368011222044695
218,"Beaumont, Shantalla Road (Beaumont Road)",53.3855709097602,-6.23362253145054
220,"Whitehall, Swords Road",53.387940539655396,-6.24498084117383
233,"Beaumont, Shantalla Road (Beaumont Road)",53.3858213105789,-6.233536994159019
234,"Beaumont, Beaumont Grove",53.3849504827242,-6.234820842718039
235,"Whitehall, Beaumont Road Collinswood Estate",53.3832966131819,-6.2372494565105905
236,"Beaumont (Dublin City), Yellow Road",53.382024743095705,-6.238158860037861
237,"Whitehall, Collins Avenue",53.3820319328819,-6.24352519975875
242,"Beaumont, Beaumont Road",53.385654898567104,-6.23201042765
243,"Beaumont, Beaumont Road",53.3857800608389,-6.229539674546991
244,"Beaumont, Elmount Rise",53.38499821368529,-6.22349851566417
245,"Beaumont, Whitethorn Crescent",53.38447224442,-6.21956660604612
246,"Artane, Beaumont Recreational Centre",53.3851504766469,-6.216230877169959
247,"Artane, Ardlea Road (near A1 pub)",53.3869761610588,-6.21450075590277
248,"Artane, Maryfield Drive",53.3855645601725,-6.21446963135785
249,"Artane, Beaumont Recreational Centre",53.384933549178804,-6.2161497449639596
250,"Beaumont, Whitethorn Crescent",53.3844194499785,-6.2202453161013604
251,"Beaumont, Skelly's Lane (Elmount Rise)",53.3848596736854,-6.22324871269866
252,"Beaumont, Skelly's Lane (Opp Beaumont Crescent)",53.385568015837094,-6.22796991791541
253,"Kilmore, Beaumont Hospital",53.3899459507358,-6.22439004685405
254,"Kilmore, Beaumont Hospital",53.390265298443296,-6.2241061136683795
255,"Beaumont, Coolgreena Road",53.385593880418995,-6.231531872417429
261,"Dublin, Parnell Square North",53.3540562845333,-6.26285336122227
262,"Dublin, Garden of Remembrance",53.3539469610394,-6.262752648921079
263,"Dublin, Garden of Remembrance",53.3537456234947,-6.2625054539801
264,"Dublin, Gaelscoil Cholaiste Mhuire",53.353535302671204,-6.26225862681692
265,"Dublin, Gate Theatre",53.3533615685145,-6.26205538070461
270,"Dublin, Upper O'Connell Street",53.3506233915308,-6.26042429163433
271,"Dublin, Lower O'Connell Street",53.348596362581794,-6.259485419972121
272,"Dublin, Upper O'Connell Street",53.3514644798917,-6.26078060573293
273,"Dublin City South, O'Connell Bridge",53.347247415952395,-6.258819401539579
274,"Dublin, Millennium Spire",53.3503490838222,-6.26072086862175
276,"Ashtown, River Road",53.377402200924905,-6.331796583128559
277,"Dublin, Citizens Information Service",53.35082232581801,-6.260506319786919
278,"Dublin, Cathal Brugha Street",53.3513531741087,-6.26116068128307
279,"Dublin, Millennium Spire",53.35013174640929,-6.26060954701665
281,"Rotunda, Dublin Bus Head Office",53.35090995484239,-6.260968420751469
284,"Ashtown, Rathbourne Avenue",53.3772826239301,-6.32838928381528
286,"Dublin, Cathal Brugha Street",53.3520003824172,-6.260548478066941
288,"Dublin, Irish Life Mall",53.349197279872506,-6.2550898269972
289,"Dublin, Irish Life Mall",53.349035182347095,-6.25629812341943
291,"Dublin, National Lottery Head Quarters",53.3489359441274,-6.2568879893772005
292,"Dublin, Irish Life Mall",53.3489273892572,-6.2563025232072995
293,"Dublin, National Lottery Head Quarters",53.3488581695532,-6.25710145511176
297,"Dublin, Eden Quay",53.3481897170169,-6.25687337517716
298,"Dublin, Liberty Hall",53.3482087686015,-6.256331854401799
299,"Dublin, Liberty Hall",53.34823132876121,-6.25603052041444
300,"Dublin, Liberty Hall",53.348209193839,-6.2557460316124
301,"Dublin, Marlborough Street",53.347950033409795,-6.25707842203133
302,"Dublin, Eden Quay",53.3480983541306,-6.25677195870995
303,"Dublin, Eden Quay",53.347757898922204,-6.2580776128694104
307,"Warrenmount, O'Donovan Road",53.334577089465895,-6.280087464165209
308,"Warrenmount, Oscar Square",53.3367711889546,-6.2795336569240705
309,"Warrenmount, Ardee Street",53.337849891796395,-6.2789195881599404
312,"Temple Bar, Wellington Quay",53.3454764728264,-6.2662061554843
313,"Dublin, Lower Liffey Street",53.34690690074449,-6.261972497710721
315,"Dublin, Bachelors Walk",53.3469263969899,-6.26207684589386
317,"Dublin City South, Westmoreland Street",53.3462448501457,-6.25910057954255
318,Westmoreland Street (O'Connell Bridge),53.34630772957029,-6.25909801737036
319,"Dublin City South, Westmoreland Street",53.34596901234671,-6.25929205738211
320,"Dublin City South, Westmoreland Street",53.3455466028366,-6.25929424743901
322,"Ballymun, Gulliver's Retail Park",53.4042549924644,-6.26535084532186
325,"Temple Bar, Aston Quay",53.34673320029779,-6.25992180730209
326,"Temple Bar, Aston Quay",53.3465796093979,-6.26048380541737
328,"Temple Bar, Aston Quay",53.3464264533881,-6.26107582175627
329,"Temple Bar, Aston Quay",53.346318864461296,-6.26171103970584
333,"Dublin City South, O'Connell Bridge House",53.346648199236895,-6.258408239591611
334,"Dublin City South, D'Olier Street",53.346581156205,-6.25812559112216
335,"Dublin City South, D'Olier House",53.3462619374052,-6.25780816657112
336,"Dublin City South, Ashfield House",53.3462516394294,-6.25771846673947
340,"Dublin City South, Pearse Street Garda Station",53.3460128066369,-6.25613609916844
342,Trinity College,53.34556411831739,-6.25680026075817
345,"Trinity College, Garda Station",53.345475815469,-6.2562931940713
346,"Trinity College, Garda Station",53.3455062736618,-6.256532266224
350,"Dublin City South, Lower Sandwith Street",53.34563194158171,-6.24976824959424
351,"Pearse Station, Pearse Street",53.3433724681717,-6.24524997856558
352,"Grand Canal Dock, Pearse Square",53.342989145803095,-6.2424121399899
353,"Grand Canal Dock, Pearse Street",53.342615846380795,-6.23964903171023
354,"Grand Canal Dock, Barrow Street",53.3422200812999,-6.2365865256356905
355,"Grand Canal Dock, Ringsend Bus Depot",53.341761451106606,-6.23292593610588
356,"Ringsend, Bridge Street",53.3419030234416,-6.226717443134639
357,"Irishtown, Irishtown Road",53.33917104396689,-6.223121474898571
371,"Irishtown (Dublin City), Irishtown Gospel Hall",53.3386127807367,-6.22305458253422
372,"Sandymount, Star Of The Sea Church",53.33542347697951,-6.21953823532786
373,"Sandymount, Farney Park",53.33427533127129,-6.2178892725965405
374,"Sandymount, Sandymount Road",53.3331662348684,-6.21644898414059
375,"Sandymount, Seafort Avenue",53.3339984812299,-6.214402146218751
376,"Sandymount, Strand Road (Lea Road)",53.33071252622501,-6.2092542646162
377,"Sandymount, Strand Road (Gilford Road)",53.32872892923061,-6.20884189534073
378,"Sandymount, Sandymount Tower",53.3256502919022,-6.20733447201422
380,"Sandymount, Saint John's Road East",53.3247260855137,-6.20923477230439
381,"Sandymount, Saint John's Church",53.32420586828171,-6.21230406086853
382,"Sandymount, Seamount House",53.3250976571988,-6.20764288276518
383,"Sandymount, Strand Road (Gilford Road)",53.328541421988604,-6.20892482063583
384,"Sandymount, Strand Road (Lea Road)",53.331633952391996,-6.2101616048599695
385,"Sandymount, Newgrove Avenue",53.332351023118,-6.21122768794003
387,"Sandymount, Sandymount Road",53.3324995101993,-6.215741057677491
388,"Irishtown, Sandymount Road",53.334508861965105,-6.218480172552121
389,"Irishtown, Sandymount Road",53.33529008179621,-6.21963388936862
390,"Sandymount, Tritonville Road",53.3377022219536,-6.22226650556187
391,"Ringsend, Irishtown Road",53.3399922179904,-6.22394334704278
392,"Ringsend, Saint Patrick's Church",53.3417336311665,-6.22741532105921
393,"Sandymount, Cranfield Place",53.33690388771689,-6.22237479685263
395,"Ringsend, Ringsend Road",53.341940053565104,-6.235276454416339
396,"Grand Canal Dock, Pearse Street",53.342461590373794,-6.23955025594793
397,"Grand Canal Dock, Saint Andrew's Resource Centre",53.3427855554404,-6.242015007307611
398,"Pearse Station, Pearse Street",53.3432949350359,-6.245478446867889
399,"Pearse Station, Pearse Street",53.3438646181754,-6.248158500364139
400,"Trinity College, Shaw Street",53.344751161599206,-6.25283825801258
404,"Trinity College, Nassau St. (Opp. Frederick St)",53.3427183259381,-6.2564207419068705
405,"Trinity College, South Frederick's Street",53.342481689181604,-6.2556043726643
406,"Trinity College, Northern Ireland Tourist Board",53.3426164442785,-6.25621463756987
407,Custom House Quay,53.3483795866679,-6.253876505995111
408,Merrion Square North,53.3409707826238,-6.25001923957642
409,"Merrion Square, Holles Street",53.3401367313169,-6.24769559556976
410,"Dublin City South, Lower Mount Street",53.3388134508634,-6.24389039032328
411,"Dublin City South, Lower Mount Street",53.3381171192211,-6.241771553501401
412,"Dublin City South, Northumberland Road",53.3352555102366,-6.2372793190562
413,"Dublin City South, Northumberland Road",53.334094193305,-6.236546394051531
414,"Ballsbridge, Northumberland Road",53.331521686467,-6.234595488264179
415,"Ballsbridge, Elgin Road",53.3303378154068,-6.23294774966437
416,"Ballsbridge, Merrion Road RDS",53.3286399201175,-6.22936956914703
417,"Ballsbridge, Merrion Road (Sydenham Road)",53.327699585650606,-6.225970420488549
418,"Ballsbridge, British Embassy",53.3257198105114,-6.22339529752618
419,"Ballsbridge, Merrion Road",53.3239951058417,-6.22044950312351
420,"Ballsbridge, Merrion Road",53.3219108012885,-6.217503921727491
421,"Merrion, Merrion Road (Ailesbury Road)",53.32000517942139,-6.21449112042242
422,"Merrion, Saint Vincent's Hospital",53.318064191863,-6.2103242807078205
423,"Merrion, Herbert Avenue",53.31714850413421,-6.207405658281179
424,"Merrion, Merrion Gates",53.315394380198796,-6.203726866213441
476,"Merrion, Merrion Gates",53.315751526370605,-6.204762522732639
477,"Merrion, Merrion Road (Estate Ave)",53.31686305468221,-6.20695232009333
478,"Merrion, Saint Vincent's Hospital",53.3181142989155,-6.211267825308879
479,"Merrion, Merrion Shopping Centre",53.319143967621,-6.2134012866997095
480,"Merrion, Merrion Road (Ailesbury Road)",53.3208499799872,-6.2162872053677
481,"Ballsbridge, Merlyn Road",53.3223446397546,-6.21826644297958
482,"Ballsbridge, Merrion Road",53.3247277780849,-6.22196529496771
483,"Ballsbridge, Merrion Road",53.3259975565216,-6.223939234450589
485,"Ballsbridge, Merrion Road RDS",53.3283521017921,-6.22875091277159
486,"Ballsbridge, Merrion Road RDS",53.32839879740789,-6.228869088131599
487,"Ballsbridge, American Embassy",53.330800948997,-6.233874524232401
488,"Dublin City South, Lansdowne Park",53.3330985546294,-6.23607694701108
489,"Dublin City South, Northumberland Road",53.3349420031452,-6.2373523126562
490,"Dublin City South, Northumberland Road",53.336626630316296,-6.238829547719799
491,"Dublin City South, Lower Mount Street",53.3378140535091,-6.241333510886741
492,"Dublin City South, Lower Mount Street",53.338584685142,-6.24361446215909
493,"Merrion Square, Holles Street",53.3398534163774,-6.24737682273898
494,Clare Street,53.3413358933187,-6.251626258050161
495,"Pearse Station, Outside Train Station",53.3435913198129,-6.249746705169031
496,Busáras,53.3494802300675,-6.25231438637282
497,Outside Connolly Station,53.3505260753991,-6.250694343223819
499,"Ballybough, Summerhill Parade",53.357504675521604,-6.2491164469991896
500,"North Strand, Ballybough Road (Foster Terrace)",53.3590360763177,-6.24628915528184
501,"North Strand, Ballybough Road (Clonliffe Road)",53.360705684688206,-6.24369637425144
509,"North Strand, Ballybough Road (Clonliffe Road)",53.3606013493589,-6.24332503950194
510,"North Strand, Ballybough Road (Foster Terrace)",53.359172736644,-6.245802758049309
511,"Ballybough, Summerhill Parade",53.3575155897132,-6.24863523337024
513,"Summerhill, Summerhill Road",53.3552575357682,-6.254015974458519
515,"Connolly Station, Amiens Street",53.3536082775389,-6.248194548003419
516,"North Strand, Marino College of Further Education",53.35572883289579,-6.245703839530099
518,"Ballybough, North Strand Road",53.3589392077014,-6.24092940256284
519,"North Strand, Annesley Bridge",53.3603387601165,-6.239534528658969
521,"Ballybough, Fairview Park",53.361637047048205,-6.23797846068553
522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797
523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433
525,"Clontarf, Howth Road",53.364960873510896,-6.226330911163171
526,"Clontarf, Copeland Grove",53.36686957214789,-6.2211122785803195
527,"Clontarf, Howth Road (St.Lawrence Road)",53.3680198762275,-6.21267888054445
528,"Clontarf, Castle Grove",53.3692640806971,-6.20993674463178
529,"Killester, Howth Road (Collins Avenue)",53.3705942520024,-6.20753649495154
530,"Killester, Howth Road (Castle Ave)",53.371224532344506,-6.20402332968282
531,"Killester, Howth Road (Furry Park Road)",53.3732170200372,-6.20144457927604
532,"Raheny, Howth Road (Brookwood Avenue)",53.375718621976006,-6.19389907203514
533,"Raheny, Howth Road (Ennafort Park Estate)",53.3775832778026,-6.187056139524421
534,"Raheny, Garda Retirement Home",53.3786553262457,-6.181899870786509
535,"Raheny, Raheny Shopping Centre",53.380231731956606,-6.1774132643626
536,"Raheny, Raheny Village",53.3804237567076,-6.17351172677606
537,"Raheny, Avondale Park",53.3799012003047,-6.168152634977259
538,"Raheny, Howth Road (Maywood Road)",53.3801380645862,-6.164264183188549
539,"Raheny, Howth Road (The Old Sheiling)",53.3806736618095,-6.15935564153758
540,"Raheny, Howth Road (Greendale Road)",53.381336276367904,-6.1551179435333
541,Howth Road (Blackbanks),53.3818727077497,-6.15202806844666
542,"Bayside, Dublin Road (Kilbarrack Road)",53.3836619200447,-6.14626794992908
591,"Bayside, Dublin Road (Kilbarrack Road)",53.3843156154467,-6.144375376760429
592,Dublin Road (James Larkin Road),53.382717376036204,-6.148533881521209
593,Howth Road (Blackbanks),53.3819577847972,-6.15113744949444
594,"Raheny, Howth Road (Greendale Road)",53.38116336555671,-6.15556136213264
595,"Raheny, Berehaven Place",53.38059995044121,-6.15923856299832
596,"Raheny, Howth Road (Maywood Road)",53.380252843323795,-6.161793972076911
597,"Raheny, Howth Road (Maywood Road)",53.380019012908704,-6.164705234935139
598,"Raheny, Howth Road (Avondale Park)",53.37983534289129,-6.16913254174957
599,"Raheny, Raheny Library",53.3803353283041,-6.17301945078285
600,"Raheny, Howth Road",53.380240549861796,-6.1762253505970595
601,"Raheny, Howth Road (Cill Eanna Estate)",53.3792502012084,-6.179649825114111
602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.183049071009901
603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496
604,"Raheny, All Saints Road",53.376354644009396,-6.19079085973447
605,"Raheny, Howth Road (Brookwood Avenue)",53.375650516243404,-6.19355625373816
606,"Killester, Saint Bridget's Church",53.37470897840079,-6.19786466034239
607,"Killester, Howth Road (Furry Park Road)",53.3724998515806,-6.2021661486438795
608,"Killester, Howth Road (Castle Ave)",53.3711273073464,-6.20413262235646
