,stopid,stop_name,stop_lat,stop_lon,direction
1995,10,"Rotunda, Parnell Square West",53.3533921036473,-6.2653891238995385,1 to Shanard Road
2109,10,"Rotunda, Parnell Square West",53.3533921036473,-6.2653891238995385,11 to St Pappin's Rd
2213,10,"Rotunda, Parnell Square West",53.3533921036473,-6.2653891238995385,44 to DCU
2260,11,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.3569583030018,-6.2646283106692815,13 to Harristown
2335,11,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.3569583030018,-6.2646283106692815,13 to Harristown
2397,11,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.3569583030018,-6.2646283106692815,13 to Harristown
2415,11,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.3569583030018,-6.2646283106692815,13 to Harristown
2416,11,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.3569583030018,-6.2646283106692815,40 to Charlestown
2635,11,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.3569583030018,-6.2646283106692815,40 to Charlestown
2637,11,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.3569583030018,-6.2646283106692815,40B to Toberburr
2649,11,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.3569583030018,-6.2646283106692815,40D to Tyrrelstown
2738,12,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.356804940545,-6.264589471363911,1 to Shanard Road
2852,12,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.356804940545,-6.264589471363911,11 to St Pappin's Rd
2956,12,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.356804940545,-6.264589471363911,122 to Ashington
3099,12,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.356804940545,-6.264589471363911,16 to Dublin Airport
3286,12,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.356804940545,-6.264589471363911,44 to DCU
3333,14,"Phibsborough, Lower Dorset Street",53.358531237875795,-6.26277650570871,1 to Shanard Road
3447,14,"Phibsborough, Lower Dorset Street",53.358531237875795,-6.26277650570871,11 to St Pappin's Rd
3551,14,"Phibsborough, Lower Dorset Street",53.358531237875795,-6.26277650570871,122 to Ashington
3694,14,"Phibsborough, Lower Dorset Street",53.358531237875795,-6.26277650570871,13 to Harristown
3769,14,"Phibsborough, Lower Dorset Street",53.358531237875795,-6.26277650570871,13 to Harristown
3831,14,"Phibsborough, Lower Dorset Street",53.358531237875795,-6.26277650570871,13 to Harristown
3849,14,"Phibsborough, Lower Dorset Street",53.358531237875795,-6.26277650570871,13 to Harristown
3850,14,"Phibsborough, Lower Dorset Street",53.358531237875795,-6.26277650570871,16 to Dublin Airport
4037,14,"Phibsborough, Lower Dorset Street",53.358531237875795,-6.26277650570871,40 to Charlestown
4256,14,"Phibsborough, Lower Dorset Street",53.358531237875795,-6.26277650570871,40 to Charlestown
4258,14,"Phibsborough, Lower Dorset Street",53.358531237875795,-6.26277650570871,40B to Toberburr
4270,14,"Phibsborough, Lower Dorset Street",53.358531237875795,-6.26277650570871,40D to Tyrrelstown
4359,14,"Phibsborough, Lower Dorset Street",53.358531237875795,-6.26277650570871,44 to DCU
4406,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,1 to Shanard Road
4520,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,11 to St Pappin's Rd
4624,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,13 to Harristown
4699,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,13 to Harristown
4761,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,13 to Harristown
4779,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,13 to Harristown
4780,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,16 to Dublin Airport
4967,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,33 to Balbriggan
5025,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,40 to Charlestown
5244,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,40 to Charlestown
5246,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,40B to Toberburr
5258,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,40D to Tyrrelstown
5347,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,41 to Swords Manor
5476,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,41 to Swords Manor
5478,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,41B to Rolestown
5492,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,41C to Swords Manor
5611,15,"Ballybough, Lower Dorset Street",53.360088584135895,-6.261090470313599,44 to DCU
5658,16,"Cabra, John Paul Park",53.366391557141114,-6.3056141835273705,122 to Drimnagh Road
5806,16,"Cabra, John Paul Park",53.366391557141114,-6.3056141835273705,70D to DCU
5807,17,"Drumcondra, Outside Train Station",53.36291707327501,-6.258435917333991,1 to Shanard Road
5921,17,"Drumcondra, Outside Train Station",53.36291707327501,-6.258435917333991,11 to St Pappin's Rd
6025,17,"Drumcondra, Outside Train Station",53.36291707327501,-6.258435917333991,13 to Harristown
6100,17,"Drumcondra, Outside Train Station",53.36291707327501,-6.258435917333991,13 to Harristown
6162,17,"Drumcondra, Outside Train Station",53.36291707327501,-6.258435917333991,13 to Harristown
6180,17,"Drumcondra, Outside Train Station",53.36291707327501,-6.258435917333991,13 to Harristown
6181,17,"Drumcondra, Outside Train Station",53.36291707327501,-6.258435917333991,16 to Dublin Airport
6368,17,"Drumcondra, Outside Train Station",53.36291707327501,-6.258435917333991,33 to Balbriggan
6426,17,"Drumcondra, Outside Train Station",53.36291707327501,-6.258435917333991,41 to Swords Manor
6555,17,"Drumcondra, Outside Train Station",53.36291707327501,-6.258435917333991,41 to Swords Manor
6557,17,"Drumcondra, Outside Train Station",53.36291707327501,-6.258435917333991,41B to Rolestown
6571,17,"Drumcondra, Outside Train Station",53.36291707327501,-6.258435917333991,41C to Swords Manor
6690,17,"Drumcondra, Outside Train Station",53.36291707327501,-6.258435917333991,44 to DCU
6737,18,"Drumcondra, Lower Drumcondra Road",53.365855925916605,-6.25595682067835,1 to Shanard Road
6851,18,"Drumcondra, Lower Drumcondra Road",53.365855925916605,-6.25595682067835,11 to St Pappin's Rd
6955,18,"Drumcondra, Lower Drumcondra Road",53.365855925916605,-6.25595682067835,13 to Harristown
7030,18,"Drumcondra, Lower Drumcondra Road",53.365855925916605,-6.25595682067835,13 to Harristown
7092,18,"Drumcondra, Lower Drumcondra Road",53.365855925916605,-6.25595682067835,13 to Harristown
7110,18,"Drumcondra, Lower Drumcondra Road",53.365855925916605,-6.25595682067835,13 to Harristown
7111,18,"Drumcondra, Lower Drumcondra Road",53.365855925916605,-6.25595682067835,16 to Dublin Airport
7298,18,"Drumcondra, Lower Drumcondra Road",53.365855925916605,-6.25595682067835,33 to Balbriggan
7356,18,"Drumcondra, Lower Drumcondra Road",53.365855925916605,-6.25595682067835,41 to Swords Manor
7485,18,"Drumcondra, Lower Drumcondra Road",53.365855925916605,-6.25595682067835,41 to Swords Manor
7487,18,"Drumcondra, Lower Drumcondra Road",53.365855925916605,-6.25595682067835,41B to Rolestown
7501,18,"Drumcondra, Lower Drumcondra Road",53.365855925916605,-6.25595682067835,41C to Swords Manor
7620,18,"Drumcondra, Lower Drumcondra Road",53.365855925916605,-6.25595682067835,44 to DCU
7667,19,"Drumcondra, Lower Drumcondra Road",53.3671437314429,-6.25551350128863,1 to Shanard Road
7781,19,"Drumcondra, Lower Drumcondra Road",53.3671437314429,-6.25551350128863,11 to St Pappin's Rd
7885,19,"Drumcondra, Lower Drumcondra Road",53.3671437314429,-6.25551350128863,13 to Harristown
7960,19,"Drumcondra, Lower Drumcondra Road",53.3671437314429,-6.25551350128863,13 to Harristown
8022,19,"Drumcondra, Lower Drumcondra Road",53.3671437314429,-6.25551350128863,13 to Harristown
8040,19,"Drumcondra, Lower Drumcondra Road",53.3671437314429,-6.25551350128863,13 to Harristown
8041,19,"Drumcondra, Lower Drumcondra Road",53.3671437314429,-6.25551350128863,16 to Dublin Airport
8228,19,"Drumcondra, Lower Drumcondra Road",53.3671437314429,-6.25551350128863,33 to Balbriggan
8286,19,"Drumcondra, Lower Drumcondra Road",53.3671437314429,-6.25551350128863,41 to Swords Manor
8415,19,"Drumcondra, Lower Drumcondra Road",53.3671437314429,-6.25551350128863,41 to Swords Manor
8417,19,"Drumcondra, Lower Drumcondra Road",53.3671437314429,-6.25551350128863,41B to Rolestown
8431,19,"Drumcondra, Lower Drumcondra Road",53.3671437314429,-6.25551350128863,41C to Swords Manor
8550,19,"Drumcondra, Lower Drumcondra Road",53.3671437314429,-6.25551350128863,44 to DCU
8597,21,"Drumcondra (Dublin), Saint Patrick's College",53.3701011992947,-6.25431059904442,1 to Shanard Road
8711,21,"Drumcondra (Dublin), Saint Patrick's College",53.3701011992947,-6.25431059904442,11 to St Pappin's Rd
8815,21,"Drumcondra (Dublin), Saint Patrick's College",53.3701011992947,-6.25431059904442,13 to Harristown
8890,21,"Drumcondra (Dublin), Saint Patrick's College",53.3701011992947,-6.25431059904442,13 to Harristown
8952,21,"Drumcondra (Dublin), Saint Patrick's College",53.3701011992947,-6.25431059904442,13 to Harristown
8970,21,"Drumcondra (Dublin), Saint Patrick's College",53.3701011992947,-6.25431059904442,13 to Harristown
8971,21,"Drumcondra (Dublin), Saint Patrick's College",53.3701011992947,-6.25431059904442,16 to Dublin Airport
9158,21,"Drumcondra (Dublin), Saint Patrick's College",53.3701011992947,-6.25431059904442,33 to Balbriggan
9216,21,"Drumcondra (Dublin), Saint Patrick's College",53.3701011992947,-6.25431059904442,41 to Swords Manor
9345,21,"Drumcondra (Dublin), Saint Patrick's College",53.3701011992947,-6.25431059904442,41 to Swords Manor
9347,21,"Drumcondra (Dublin), Saint Patrick's College",53.3701011992947,-6.25431059904442,41B to Rolestown
9361,21,"Drumcondra (Dublin), Saint Patrick's College",53.3701011992947,-6.25431059904442,41C to Swords Manor
9480,21,"Drumcondra (Dublin), Saint Patrick's College",53.3701011992947,-6.25431059904442,44 to DCU
9527,22,"Drumcondra (Dublin), Home Farm Road (Achill Road)",53.3735036097406,-6.25280375269006,11 to St Pappin's Rd
9631,23,"Drumcondra (Dublin), Ferguson Road",53.374228280079095,-6.256261004167,11 to St Pappin's Rd
9735,24,"Drumcondra (Dublin), Home Farm Road",53.375133158884104,-6.26037234812319,11 to St Pappin's Rd
9839,25,"Glasnevin, Rathlin Road",53.375899466147395,-6.26361773641709,11 to St Pappin's Rd
9943,27,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3794389600107,-6.2665852612600315,11 to St Pappin's Rd
10047,27,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3794389600107,-6.2665852612600315,13 to Harristown
10122,27,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3794389600107,-6.2665852612600315,13 to Harristown
10184,27,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3794389600107,-6.2665852612600315,13 to Harristown
10202,27,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3794389600107,-6.2665852612600315,13 to Harristown
10203,27,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3794389600107,-6.2665852612600315,4 to Harristown
10309,27,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3794389600107,-6.2665852612600315,70D to DCU
10310,27,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3794389600107,-6.2665852612600315,9 to Charlestown
10477,28,"Wadelai, Glasnevin Tennis Club",53.381578637628,-6.26600227077738,11 to St Pappin's Rd
10581,28,"Wadelai, Glasnevin Tennis Club",53.381578637628,-6.26600227077738,13 to Harristown
10656,28,"Wadelai, Glasnevin Tennis Club",53.381578637628,-6.26600227077738,13 to Harristown
10718,28,"Wadelai, Glasnevin Tennis Club",53.381578637628,-6.26600227077738,13 to Harristown
10736,28,"Wadelai, Glasnevin Tennis Club",53.381578637628,-6.26600227077738,13 to Harristown
10737,28,"Wadelai, Glasnevin Tennis Club",53.381578637628,-6.26600227077738,4 to Harristown
10843,28,"Wadelai, Glasnevin Tennis Club",53.381578637628,-6.26600227077738,70D to DCU
10844,28,"Wadelai, Glasnevin Tennis Club",53.381578637628,-6.26600227077738,9 to Charlestown
11011,29,"Whitehall (Dublin City), Ballymun Road",53.383488252945696,-6.26566910125417,11 to St Pappin's Rd
11115,29,"Whitehall (Dublin City), Ballymun Road",53.383488252945696,-6.26566910125417,13 to Harristown
11190,29,"Whitehall (Dublin City), Ballymun Road",53.383488252945696,-6.26566910125417,13 to Harristown
11252,29,"Whitehall (Dublin City), Ballymun Road",53.383488252945696,-6.26566910125417,13 to Harristown
11270,29,"Whitehall (Dublin City), Ballymun Road",53.383488252945696,-6.26566910125417,13 to Harristown
11271,29,"Whitehall (Dublin City), Ballymun Road",53.383488252945696,-6.26566910125417,4 to Harristown
11377,29,"Whitehall (Dublin City), Ballymun Road",53.383488252945696,-6.26566910125417,70D to DCU
11378,29,"Whitehall (Dublin City), Ballymun Road",53.383488252945696,-6.26566910125417,9 to Charlestown
11545,30,"Cabra, Pope John Paul II Park",53.3703319001931,-6.304601169229128,120 to Parnell St
11676,31,"Wadelai, Maolbuille Road",53.3860332259144,-6.268858077275,11 to St Pappin's Rd
11780,32,"Wadelai, Saint Pappin's Road",53.386195568073795,-6.2713772010414015,11 to St Pappin's Rd
11884,33,"Wadelai, Glasnevin Drive",53.3887179243058,-6.27177114122451,11 to St Pappin's Rd
11988,35,"Wadelai, Dean Swift Road",53.386206787101294,-6.2709106925409985,11 to Sandyford B.D.
12091,36,"Wadelai, Saint Pappin's Road",53.386126850410996,-6.267877069783388,11 to Sandyford B.D.
12194,37,"Whitehall (Dublin City), DCU Ballymun Road",53.385346401194,-6.264886981317941,11 to Sandyford B.D.
12297,37,"Whitehall (Dublin City), DCU Ballymun Road",53.385346401194,-6.264886981317941,13 to Grange Castle
12362,37,"Whitehall (Dublin City), DCU Ballymun Road",53.385346401194,-6.264886981317941,13 to Grange Castle
12454,37,"Whitehall (Dublin City), DCU Ballymun Road",53.385346401194,-6.264886981317941,4 to Monkstown Ave
12567,37,"Whitehall (Dublin City), DCU Ballymun Road",53.385346401194,-6.264886981317941,70D to Dunboyne
12568,37,"Whitehall (Dublin City), DCU Ballymun Road",53.385346401194,-6.264886981317941,9 to Limekiln Avenue
12742,38,"Whitehall (Dublin City), Ballymun Road",53.3822365941636,-6.265509521205058,11 to Sandyford B.D.
12845,38,"Whitehall (Dublin City), Ballymun Road",53.3822365941636,-6.265509521205058,13 to Grange Castle
12910,38,"Whitehall (Dublin City), Ballymun Road",53.3822365941636,-6.265509521205058,13 to Grange Castle
13002,38,"Whitehall (Dublin City), Ballymun Road",53.3822365941636,-6.265509521205058,4 to Monkstown Ave
13115,38,"Whitehall (Dublin City), Ballymun Road",53.3822365941636,-6.265509521205058,70D to Dunboyne
13116,38,"Whitehall (Dublin City), Ballymun Road",53.3822365941636,-6.265509521205058,9 to Limekiln Avenue
13290,39,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3804141869323,-6.265658759065889,11 to Sandyford B.D.
13393,39,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3804141869323,-6.265658759065889,13 to Grange Castle
13458,39,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3804141869323,-6.265658759065889,13 to Grange Castle
13550,39,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3804141869323,-6.265658759065889,4 to Monkstown Ave
13663,39,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3804141869323,-6.265658759065889,70D to Dunboyne
13664,39,"Glasnevin, Ballymun Road (Griffith Avenue)",53.3804141869323,-6.265658759065889,9 to Limekiln Avenue
13838,40,"Glasnevin, Mobhi Road",53.37666076545071,-6.26466896852795,11 to Sandyford B.D.
13941,40,"Glasnevin, Mobhi Road",53.37666076545071,-6.26466896852795,4 to Monkstown Ave
14054,40,"Glasnevin, Mobhi Road",53.37666076545071,-6.26466896852795,9 to Limekiln Avenue
14228,41,"Drumcondra (Dublin), Home Farm Road",53.37555926832579,-6.26185800624669,11 to Sandyford B.D.
14331,42,"Drumcondra (Dublin), Ferguson Road",53.3746502734575,-6.25746118972134,11 to Sandyford B.D.
14434,43,"Drumcondra (Dublin), Home Farm Road (Achill Road)",53.37386122022679,-6.253901310433919,11 to Sandyford B.D.
14537,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,1 to Sandymount
14651,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,11 to Sandyford B.D.
14754,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,13 to Grange Castle
14819,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,13 to Grange Castle
14911,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,16 to Ballinteer
15088,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,16 to Ballinteer
15096,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,16 to Ballinteer
15097,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,16 to Ballinteer
15101,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,16C to O'Connell Street
15103,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,16C to O'Connell Street
15104,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,16C to O'Connell Street
15108,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,33 to Abbey St
15139,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,33 to Abbey St
15141,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,33 to Abbey St
15166,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,41 to Abbey St
15292,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,41 to Abbey St
15296,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,41 to Abbey St
15297,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,41 to Abbey St
15299,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,41A to Abbey St
15301,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,41B to Abbey St
15311,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,41C to Abbey St
15425,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,41C to Abbey St
15434,44,"Drumcondra (Dublin), Homefarm Road",53.3730174091204,-6.25213230324296,44 to Enniskerry
15480,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,1 to Sandymount
15594,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,11 to Sandyford B.D.
15697,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,13 to Grange Castle
15762,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,13 to Grange Castle
15854,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,16 to Ballinteer
16031,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,16 to Ballinteer
16039,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,16 to Ballinteer
16040,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,16 to Ballinteer
16044,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,16C to O'Connell Street
16046,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,16C to O'Connell Street
16047,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,16C to O'Connell Street
16051,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,33 to Abbey St
16082,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,33 to Abbey St
16084,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,33 to Abbey St
16109,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,41 to Abbey St
16235,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,41 to Abbey St
16239,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,41 to Abbey St
16240,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,41 to Abbey St
16242,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,41A to Abbey St
16244,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,41B to Abbey St
16254,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,41C to Abbey St
16368,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,41C to Abbey St
16377,45,"Drumcondra, Upper Drumcondra Road",53.369990110962895,-6.254089717169911,44 to Enniskerry
16423,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,1 to Sandymount
16537,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,11 to Sandyford B.D.
16640,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,13 to Grange Castle
16705,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,13 to Grange Castle
16797,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,16 to Ballinteer
16974,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,16 to Ballinteer
16982,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,16 to Ballinteer
16983,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,16 to Ballinteer
16987,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,16C to O'Connell Street
16989,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,16C to O'Connell Street
16990,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,16C to O'Connell Street
16994,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,33 to Abbey St
17025,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,33 to Abbey St
17027,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,33 to Abbey St
17052,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,41 to Abbey St
17178,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,41 to Abbey St
17182,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,41 to Abbey St
17183,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,41 to Abbey St
17185,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,41A to Abbey St
17187,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,41B to Abbey St
17197,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,41C to Abbey St
17311,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,41C to Abbey St
17320,46,"Drumcondra (Dublin), Botanic Avenue",53.3671507382056,-6.25537796909961,44 to Enniskerry
17366,47,"Drumcondra, Near Train Station",53.3639161189927,-6.25729825652802,1 to Sandymount
17480,47,"Drumcondra, Near Train Station",53.3639161189927,-6.25729825652802,11 to Sandyford B.D.
17583,47,"Drumcondra, Near Train Station",53.3639161189927,-6.25729825652802,13 to Grange Castle
17648,47,"Drumcondra, Near Train Station",53.3639161189927,-6.25729825652802,13 to Grange Castle
17740,47,"Drumcondra, Near Train Station",53.3639161189927,-6.25729825652802,16 to Ballinteer
17917,47,"Drumcondra, Near Train Station",53.3639161189927,-6.25729825652802,16 to Ballinteer
17925,47,"Drumcondra, Near Train Station",53.3639161189927,-6.25729825652802,16 to Ballinteer
17926,47,"Drumcondra, Near Train Station",53.3639161189927,-6.25729825652802,16 to Ballinteer
17930,47,"Drumcondra, Near Train Station",53.3639161189927,-6.25729825652802,16C to O'Connell Street
17932,47,"Drumcondra, Near Train Station",53.3639161189927,-6.25729825652802,16C to O'Connell Street
17933,47,"Drumcondra, Near Train Station",53.3639161189927,-6.25729825652802,16C to O'Connell Street
17937,47,"Drumcondra, Near Train Station",53.3639161189927,-6.25729825652802,33 to Abbey St
